VOTE_ID;Q1.1_1;Q1.1_2;Q1.1_3;Q1.1_4;Q1.1_5;Q1.1_6;Q1.2_1;Q1.2_2;Q1.2_3;Q1.2_4;Q1.2_5;Q1.2_6;Q1.3_1;Q1.3_2;Q1.3_3;Q1.3_4;Q1.3_5;Q1.3_6;Q1.4_1;Q1.4_2;Q1.4_3;Q1.4_4;Q1.4_5;Q1.4_6;Q1.5_1;Q1.5_2;Q1.5_3;Q1.5_4;Q1.5_5;Q1.5_6;Q1.6_1;Q1.6_2;Q1.6_3;Q1.6_4;Q1.6_5;Q1.6_6;Q1.7_1;Q1.7_2;Q1.7_3;Q1.7_4;Q1.7_5;Q1.7_6;Q1.8_1;Q1.8_2;Q1.8_3;Q1.8_4;Q1.8_5;Q1.8_6;Q1.9_1;Q1.9_2;Q1.9_3;Q1.9_4;Q1.9_5;Q1.9_6;Как Вы считаете, какие еще комплексные проблемы социально-экономического развития характерны для Арктической зоны Российской Федерации? (Впишите ответ ниже)-Вопрос к блоку 1 (ОТКРЫТЫЙ);Q2.1_1;Q2.1_2;Q2.1_4;Q2.1_5;Q2.1_6;Q2.1_7;Q2.1_8;Q2.2_1;Q2.2_2;Q2.2_4;Q2.2_5;Q2.2_6;Q2.2_7;Q2.2_8;Q2.3_1;Q2.3_2;Q2.3_4;Q2.3_5;Q2.3_6;Q2.3_7;Q2.3_8;Q2.4_1;Q2.4_2;Q2.4_4;Q2.4_5;Q2.4_6;Q2.4_7;Q2.4_8;Q2.5_1;Q2.5_2;Q2.5_4;Q2.5_5;Q2.5_6;Q2.5_7;Q2.5_8;Как Вы считаете, какие еще комплексные задачи социально-экономического развития стоит сформулировать для территорий Арктической зоны Российской Федерации? (Впишите ответ ниже)-Вопрос к блоку 2 (ОТКРЫТЫЙ);Q3.1.1_1;Q3.1.1_2;Q3.1.1_3;Q3.1.1_4;Q3.1.1_5;Q3.1.1_6;Q3.1.1_7;Q3.1.1_8;Q3.1.2_1;Q3.1.2_2;Q3.1.2_3;Q3.1.2_4;Q3.1.2_5;Q3.1.2_6;Q3.1.2_7;Q3.1.2_8;Как Вы считаете, какие еще научно-технические задачи могут помочь в повышении физической и экономической доступности для населения и хозяйствующих субъектов транспортно-логистических услуг, обеспечивающих безопасную, своевременную и экономически эффективную доставку грузов и пассажиров, доступ к освоению природных ресурсов, посещению туристических объектов? (Впишите ответ ниже)-Вопрос к блоку 3.1 (ОТКРЫТЫЙ);Q3.2.1_1;Q3.2.1_2;Q3.2.1_3;Q3.2.1_4;Q3.2.1_5;Q3.2.1_6;Q3.2.1_7;Q3.2.1_8;Q3.2.2_1;Q3.2.2_2;Q3.2.2_3;Q3.2.2_4;Q3.2.2_5;Q3.2.2_6;Q3.2.2_7;Q3.2.2_8;Q3.2.3_1;Q3.2.3_2;Q3.2.3_3;Q3.2.3_4;Q3.2.3_5;Q3.2.3_6;Q3.2.3_7;Q3.2.3_8;Q3.2.4_1;Q3.2.4_2;Q3.2.4_3;Q3.2.4_4;Q3.2.4_5;Q3.2.4_6;Q3.2.4_7;Q3.2.4_8;Как Вы считаете, какие еще научно-технические задачи могут помочь в повышении физической и экономической доступности для населения и хозяйствующих субъектов услуг энергоснабжения, обеспечивающих надежность, безопасность и устойчивость систем жизнеобеспечения и производственных объектов? (Впишите ответ ниже)-Вопрос к блоку 3.2 (ОТКРЫТЫЙ);Q3.3_1;Q3.3_2;Q3.3_3;Q3.3_4;Q3.3_5;Q3.3_6;Q3.3_7;Q3.3_8;Как Вы считаете, какие еще научно-технические задачи могут помочь в улучшении жилищных условий, качества среды проживания, повышение качества жизни, создание условий для полноценной реализации человеческого потенциала в территориях с низкой плотностью населения? (Впишите ответ ниже)-Вопрос к блоку 3.3 (ОТКРЫТЫЙ);Q3.4_1;Q3.4_2;Q3.4_3;Q3.4_4;Q3.4_5;Q3.4_6;Q3.4_7;Q3.4_8;Как Вы считаете, какие еще научно-технические задачи могут помочь в повышении эксплуатационных характеристик транспортных средств и объектов инженерной и транспортной инфраструктуры? (Впишите ответ ниже)-Вопрос к блоку 3.4 (ОТКРЫТЫЙ);Q3.5_1;Q3.5_2;Q3.5_3;Q3.5_4;Q3.5_5;Q3.5_6;Q3.5_7;Q3.5_8;Как Вы считаете, какие еще научно-технические задачи могут помочь в повышении качества планирования и администрирования комплексного освоения и развития территорий, обеспечения доступа населения к основным социальным и культурным благам? (Впишите ответ ниже)-Вопрос к блоку 3.5 (ОТКРЫТЫЙ);Тип эксперта
1478;4;4;4;4;3;2;4;3;4;3;4;2;0;3;3;3;3;2;0;4;3;0;4;3;0;3;3;3;3;2;0;2;3;2;4;3;0;4;4;4;4;3;0;4;4;4;4;2;0;3;4;4;3;3;Доступность интернет и мобильной связи ( скорость передачи данных и т.д.;3;2;1;2;2;2;1;0;3;2;2;2;2;3;0;2;2;2;2;2;2;0;3;3;3;3;0;4;2;2;2;2;2;2;2;Повышение качества связи в АЗРФ;1;1;1;3;1;1;2;1;3;3;2;3;2;2;2;2;0;3;3;3;2;3;2;3;3;3;3;3;2;3;3;4;4;3;3;3;2;2;3;3;3;3;3;3;3;2;2;4;2;0;3;2;2;3;2;1;4;1;0;3;3;3;2;3;3;3;3;0;3;3;2;2;3;2;3;3;0;Регионы
1479;4;3;3;3;3;2;3;2;3;3;3;2;4;4;4;4;4;4;3;4;4;4;4;4;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;3;2;2;2;2;1;4;0;4;3;1;2;3;3;3;3;3;3;3;3;3;4;3;4;2;4;4;4;3;3;3;2;3;3;3;2;4;4;4;4;4;3;4;0;4;4;4;3;3;4;4;4;4;4;4;3;3;3;4;3;0;3;4;3;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;4;0;4;4;4;4;4;3;4;3;0;4;4;4;4;4;3;4;3;0;3;3;3;3;2;3;4;3;0;Регионы
1480;2;4;2;2;3;1;4;4;4;4;4;1;4;4;4;4;4;3;4;4;4;4;4;3;2;9;3;2;3;3;4;4;4;4;4;3;4;9;4;2;3;3;4;9;4;4;4;3;3;3;3;2;2;4;Сохранение жизненного уклада коренных народов. Сохранение природной основы ландшафта.;4;4;1;2;3;3;1;4;3;2;2;2;3;1;4;4;1;2;2;3;3;4;4;2;2;2;3;3;4;4;4;3;2;2;4;Доступность качественного образования и проблемы детства в целом. Организация культурного досуга.;3;3;2;2;3;9;9;9;4;4;4;4;2;1;4;2;Сверхзвуковая пассажирская авиация;4;4;4;4;3;9;9;4;3;3;3;3;2;9;9;9;4;4;4;3;2;9;9;9;4;4;4;3;2;9;9;9;"Технология ""smart greed""";4;4;3;2;1;9;9;9;Инновационные строительные материалы и конструкции;4;4;4;4;9;9;9;9;Дешёвые, но современные гужевые транспортные средства;4;4;4;4;9;9;9;9;Методические рекомендации по разработке правил землепользования и застройки;Москва
1481;3;3;3;2;2;2;3;3;3;2;2;2;4;3;4;3;3;3;4;3;4;3;3;2;4;3;3;3;3;2;2;1;2;2;2;3;4;3;4;3;3;3;2;1;3;2;2;1;3;1;3;2;3;3;Дороговизна и низкое качество связи и использования сети Интернет на многих арктических территориях;2;2;1;2;2;2;1;3;4;2;2;3;3;3;3;4;1;2;2;3;2;2;3;2;2;3;3;3;4;4;4;3;2;4;4;Повышение доступности, качества и снижение цен на связь и доступ к сети Интернет;2;2;1;9;2;9;1;9;3;3;3;4;1;1;3;3;0;2;3;1;2;4;4;1;9;3;3;3;3;1;1;4;2;3;4;3;3;1;1;4;2;3;4;3;4;1;1;4;2;0;2;2;2;3;1;1;1;9;0;3;4;3;3;2;2;4;3;0;2;3;1;2;3;3;1;9;0;Москва
1482;3;3;1;1;1;2;4;3;3;3;3;2;4;4;4;3;4;2;4;4;4;4;4;2;4;4;4;3;3;3;9;9;9;9;9;9;4;4;4;4;4;3;2;2;2;2;2;2;9;9;9;9;9;9;Необходимо рассматривать вопрос о целесообразности постоянного проживания там людей вообще;4;4;1;3;2;4;3;9;9;9;9;9;9;9;3;3;2;4;3;3;2;3;4;2;4;3;3;2;4;4;4;4;3;4;4;0;2;3;2;2;3;3;9;4;4;3;4;4;1;1;9;1;0;9;9;9;2;1;1;1;9;4;4;4;4;1;1;4;1;2;3;2;3;2;1;1;2;9;9;9;9;9;9;9;9;0;9;9;9;9;9;9;9;9;0;3;4;3;3;1;1;4;2;0;4;4;4;2;3;2;4;4;0;Москва
1483;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;2;4;3;3;3;3;2;4;4;3;4;4;4;4;3;3;3;3;2;0;4;4;4;4;3;3;2;4;3;3;2;2;3;3;4;3;3;2;3;3;3;4;3;3;3;3;3;3;4;3;4;2;2;3;2;0;3;3;3;2;3;2;2;2;4;3;3;4;2;2;2;2;0;3;3;3;3;3;3;2;3;4;4;4;4;4;2;2;4;4;3;3;4;4;2;3;3;4;4;4;4;2;2;2;2;0;4;3;4;3;2;2;2;2;0;4;3;3;3;3;3;3;3;0;4;4;3;3;3;0;3;4;0;Регионы
1484;4;3;4;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;3;3;3;2;3;4;4;3;4;2;3;4;3;2;4;2;3;4;4;3;4;3;4;4;3;2;4;2;3;3;2;1;4;2;3;3;0;4;4;2;3;3;3;3;4;4;2;3;3;3;3;4;4;2;3;3;3;3;4;4;2;3;4;3;3;2;4;4;4;4;2;4;0;4;4;3;3;3;3;3;3;4;4;3;4;2;1;4;2;0;3;4;2;2;4;4;2;4;4;4;3;4;3;3;2;4;4;4;3;3;2;2;3;3;4;4;3;3;2;3;2;3;0;4;4;4;4;1;1;4;2;0;3;4;3;4;0;3;2;4;0;3;4;3;3;3;3;2;4;0;Регионы
1485;3;1;3;3;3;4;4;3;4;4;4;3;3;1;4;4;3;4;4;3;3;2;3;4;4;3;4;4;4;4;2;1;3;2;1;4;4;4;4;4;4;3;2;1;2;3;1;4;4;1;4;2;3;4;Большой акцент на доставку продуктов, а не производство их на Арктической территории, что не позволяет создавать дополнительные рабочие места.;4;4;2;4;3;3;3;3;4;1;3;4;4;4;3;4;4;4;4;4;4;2;4;2;3;4;2;4;3;4;4;4;4;4;4;Перечень социальных или налоговых льгот для ведения экономической деятельности в Арктической зоне;3;4;4;4;2;2;2;3;4;4;4;4;2;1;4;3;0;3;4;3;3;3;3;3;4;4;4;4;4;2;1;3;4;4;3;3;3;2;9;9;3;4;4;4;4;3;2;3;4;0;3;3;3;3;2;2;1;2;0;3;4;4;4;4;2;4;3;0;4;4;4;4;3;3;4;4;0;Москва
1486;4;4;4;4;3;3;4;3;3;4;3;4;3;4;3;2;3;4;4;4;4;4;4;4;3;2;4;3;2;4;2;4;3;4;3;4;3;4;3;2;3;4;9;9;3;3;3;3;9;9;4;3;3;4;"В целом вопросы по блоку 1 понятны. По мере прохождения опроса возникли замечания/примечания, а именно: по блоку Q4. Низкая доступность качественного образования и культурного досуга. На сегодняшний день, почему-то, акцент в образовании (начальном, среднем и высшем) сдвинут в область гуманитарных знаний. На мой взгляд это не верно. Количество профильных специалистов выходящих из структуры ""образования"" как среднего, так и высшего недостаточно для обеспечения потребности страны в квалифицированных кадрах. Нужно понимать, что не все кто заканчивает школу идут в вузы, а также не все кто заканчивает вузы могут творить (!). Это единицы. Мы люди разумные, то давайте примем что это факт. Это было фактом и много лет назад. Вывод: давайте учить всех и хорошо, при этом не забывать как хорошо дома, чтобы дети после обучения возвращались домой. Касательно вопроса Q5. Недостаточная экономическая и физическая доступность транспортно-логистических услуг для населения и хозяйствующих субъектов* На данном этапе развития экономической эффективности развития данных территорий не будет. Но в целом для страны необходимость понятна каждому здравомыслящему индивиду. Через 100-200 или 1000 лет мы/наши дети там будем жить. Поэтому нужно развивать всю территорию. Касательно вопроса Q6. Недостаточная физическая и экономическая доступность качественных продуктов питания* Я думаю, это верно для всей страны. Мое мнение нужно вводить обязательное соответствие продуктов питания ГОСТам. Я сам слежу за этим (за мясом хожу на охоту, картошку выращиваю, но хлеб, к сожалению, покупаю в магазине), но лечиться от питания некачественными продуктами - это очень дорого. Вопрос Q8. Нехватка рабочих мест, высокий уровень безработицы и высокая доля населения с доходами ниже прожиточного минимума - философский. Тут, наверное, д.б. некое выравнивание доходов. Очень большая разница. Я понимаю что разный уровень квалификации людей, но пусть лучше они будут капать ямы целый день и получать достойную зарплату,";4;4;2;3;3;3;1;0;3;2;3;3;3;1;9;3;1;4;3;3;1;4;4;1;3;3;3;1;4;4;1;3;3;3;1;"Общие замечания/ комментарии. Для такого проекта Выполнение задачи займет больше 10 лет - это однозначно, я думаю, с учетом экономических и социально-политических реалий проект займет 20-30 лет минимум (!). Ребята, фантазировать не надо!!! Тема Q2.3. Решение проблемы расселения ветхого и аварийного жилья, износа коммунальной инфраструктуры, улучшение жилищных условий, качества городской среды, повышение качества жизни* - это для всей России. Повторюсь, фантазировать не надо!!! Ко всем темам ""Наличие у государства человеческих ресурсов для выполнения задачи"" достаточное при грамотном планировании именно на десятилетия, плюс воспитание и бучение подрастающего поколения с этой идеей, существующие уже на будут это делать. Нужно взрастить разумное новое поколение, которое это сделать. Повторюсь, фантазировать не надо, есть работающая система, таки надо делать. Это плавно нас подталкивает к вопросу о наличии у государства человеческих ресурсов для выполнения задачи. Нужно пропаганда здорового образа жизни, больших семей, а не то что сейчас. Нужна программа нацеленная на повышение коэффициента фертильности хотя бы на 1, территория страны большая - народу нет.";3;2;3;4;1;9;9;1;0;0;0;0;0;0;0;1;Научно-техническая задача: Создание ?Умного транспортно-логистического модуля? - интегрированной цифровой платформы взаимодействия перевозчиков (транспортных предприятий, частных перевозчиков и индивидуальных владельцев транспортных средств) и клиентов (пассажиров, грузоотправителей) по обеспечению мобильности и оказанию транспортно-логистических всеми видами транспорта * Задача не выполнима в указанные сроки. Оценка финансовой стоимости и выгоды от выполнения научно-технической задачи. Как и прежде 10 лет - это мало.;9;3;3;4;1;1;9;1;9;9;3;4;1;9;9;1;9;4;9;4;2;9;9;1;2;4;9;4;2;9;1;1;В данном разделе нужна аналитика и статистика с места из регионов.;4;4;4;3;1;9;9;1;"Вопрос поставлен не корректно. Скорее д.б. так ""..... превосходящих городские агломерации"". Сейчас во многих городах получить качественное медицинское обслуживание вероятнее если ты из области, чем из самого города.Пример: моя прописка в области, я могу получить бесплатно консультации лучших специалистов, мои дети нет, так они прописаны в региональном центре. Т.е. это уже в России есть, надо это использовать.";4;4;4;4;2;1;4;1;Вопрос не совсем корректен. Новых материалов много, но технологии сегодняшнего массового производства не позволяют экономически эффективно применять новые материалы. Тут нужно указание сверху и не только, нужны дотации и пр.;3;4;3;3;2;9;9;1;Здесь опять вопрос относительно наличия высококвалифицированных специалистов. Кто это все будет планировать, а лучше чтобы они жили там где планируют.;Регионы
1487;4;3;3;2;3;3;3;3;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;2;3;2;3;2;4;3;3;3;3;4;3;2;3;3;3;3;4;3;4;3;3;3;0;4;3;1;2;2;9;1;4;4;2;3;3;3;2;4;3;1;2;2;3;1;4;3;2;2;2;2;1;4;2;3;3;2;9;1;0;9;9;9;9;3;9;9;9;4;4;3;3;1;9;9;2;0;3;3;9;3;3;9;9;2;3;4;2;3;9;9;9;2;3;3;2;3;9;9;9;2;9;9;9;9;9;9;9;9;0;9;9;9;9;9;9;9;9;0;9;9;9;9;9;9;9;9;0;9;9;9;9;9;9;9;9;0;Регионы
1488;4;2;3;2;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;2;2;2;3;4;3;3;4;4;4;4;3;3;3;2;3;3;3;2;3;2;3;4;0;4;4;1;2;3;4;2;4;4;1;2;3;3;2;4;3;1;2;2;3;1;3;3;2;2;2;3;2;4;3;3;3;3;4;4;0;4;3;3;3;3;4;4;4;4;4;3;3;2;2;4;3;0;4;3;2;4;2;2;4;3;4;4;3;4;2;2;4;3;4;3;3;3;2;2;4;2;4;4;4;4;2;2;4;2;0;4;4;4;4;2;1;4;1;0;3;3;2;2;2;2;4;2;0;4;4;2;2;3;3;4;4;0;Москва
1489;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;3;3;3;4;3;4;4;3;3;3;3;3;4;3;4;0;4;4;3;3;4;4;4;4;3;3;3;3;3;3;2;2;3;3;3;3;0;4;4;2;2;3;0;1;4;4;1;0;4;4;1;4;3;1;3;4;4;3;4;4;1;4;4;4;2;3;3;0;3;3;4;4;0;3;3;4;4;2;9;9;1;4;3;4;0;1;9;9;3;0;3;3;3;3;2;9;9;2;4;4;4;3;2;9;9;2;4;4;4;4;1;9;9;9;4;4;4;4;2;9;9;3;0;4;4;4;4;1;0;9;3;0;4;4;4;4;2;9;9;3;0;3;3;3;2;3;9;9;3;0;Регионы
1495;3;3;3;3;9;2;3;3;3;3;9;2;4;3;4;3;3;3;4;0;4;3;4;3;4;2;4;3;3;3;4;2;4;3;3;3;4;2;4;3;4;3;3;2;4;3;4;3;4;2;4;3;4;4;0;4;3;1;2;2;3;2;4;3;1;2;2;3;2;3;3;2;0;2;4;2;4;3;2;2;2;3;1;4;3;3;2;2;3;2;0;3;3;3;3;3;3;3;2;4;4;3;3;2;1;4;1;0;9;9;9;9;9;9;9;9;3;3;3;3;9;9;9;9;3;3;3;3;2;2;3;2;4;3;3;3;2;2;3;2;0;4;3;4;4;2;9;9;9;0;0;4;4;4;2;3;3;2;0;4;4;4;3;3;3;3;3;0;Москва
1496;4;3;4;3;3;2;3;2;4;4;4;4;4;3;4;4;4;3;4;3;4;2;3;2;3;2;3;3;3;3;2;4;2;2;2;2;4;3;4;4;4;3;2;2;3;3;2;4;2;1;2;2;2;4;0;4;3;1;2;3;4;1;3;3;2;3;4;4;3;3;2;1;2;3;2;2;2;3;2;3;2;2;2;4;3;3;4;2;3;4;0;3;4;2;1;2;3;3;4;4;3;4;4;1;2;4;3;Необходимо рассмотреть вакуумный и струнный транспорт. А в целом, необходимо отойти от идеи постоянного проживания в Арктической зоне к работе вахтовым методом и развитием экологического туризма. Альтернативные виды транспорта могут послужить одним из центров притяжения для развития туризма в регионах.;3;4;4;4;2;2;4;3;4;4;4;4;2;3;4;4;3;4;3;2;3;4;2;4;4;4;4;4;2;3;4;3;1. Необходимо рассмотреть установку в Арктической зоне серверного оборудования большой мощности (по примеру Исландии) для нужд Индустрии 4.0. и в перспективе Индустрии 5.0., снабжаться электроэнергией данные объекты могут как от традиционных источников энергии, так и от возобновляемых, таких как ветровая энергетика. Обслуживание серверного оборудования и ветроэнергетических установок будут специалисты, проживающие в настоящее время в Арктической зоне.;4;4;4;4;2;3;4;4;Применение технологий искусственного интеллекта и иных сквозных технологий для снижения затрат на эксплуатацию зданий и сооружений, повышение удобства проживания, современных сервисов и услуг для населения.;4;3;3;2;3;3;3;3;Создание цифрового двойника ответственных узлов транспортных средств, объектов инженерной и транспортной инфраструктуры для оценки их работоспособности в условиях Арктического региона и получение данных о необходимых характеристиках материалов для производства этих узлов.;4;4;4;4;1;1;4;3;Разработка цифрового двойника населенного пункта, региона с целью оптимизации процессов планирования и администрирования.;Регионы
1499;4;3;4;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;3;3;4;4;3;4;4;4;3;4;4;4;4;4;3;4;3;4;4;4;3;4;2;4;3;4;3;3;2;3;2;3;3;Проблема повышения уровня природного риска в контексте глобальных климатических изменений (в том числе - рост количества чрезвычайных ситуаций природного характера, разрушение зданий и сооружений в зонах деградации многолетней мерзлоты, волны жары и пр.).;4;3;1;2;3;3;1;4;3;1;2;3;3;1;4;3;1;2;3;3;1;4;3;2;3;3;3;3;4;4;3;3;3;3;4;Расширение системы мониторинга опасных природных процессов и явлений (в том числе - восстановление системы мониторинга свайных фундаментов жилых домов и объектов социальной инфраструктуры, построенных в условиях криолитозоны) с целью прогнозирования чрезвычайных ситуаций природного характера и своевременной организации превентивных защитных мер .;3;3;3;3;3;4;2;4;3;3;3;3;2;2;2;1;0;4;4;4;3;4;4;3;4;3;4;3;3;3;3;2;3;3;4;3;3;3;9;9;9;3;4;3;3;9;9;9;9;0;4;2;2;9;9;9;9;9;0;4;4;4;3;9;9;9;9;0;4;4;4;2;4;4;4;4;0;Москва
1500;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;3;4;4;4;3;3;4;3;3;3;4;0;4;4;1;2;3;3;1;4;3;2;2;3;3;1;4;4;1;2;3;3;1;4;3;2;2;3;3;1;4;4;2;2;3;3;3;0;3;3;3;3;2;1;3;1;3;3;3;3;2;1;3;1;0;3;3;3;3;2;3;2;3;3;3;3;0;2;2;3;3;3;3;3;3;2;2;3;2;3;3;3;3;2;2;3;2;0;4;4;4;4;2;3;4;3;0;4;3;3;3;2;2;4;3;0;3;3;3;3;2;3;3;3;0;Регионы
1501;4;4;4;4;4;2;4;4;4;4;4;2;4;3;4;4;4;3;4;4;4;4;4;3;4;3;4;3;3;3;4;3;4;3;3;3;4;4;4;4;4;2;4;3;4;4;4;2;3;2;3;3;3;3;0;4;3;2;2;2;4;1;4;3;2;2;2;4;1;4;3;2;2;2;3;1;4;3;2;2;2;3;2;4;3;3;2;2;4;2;0;3;3;3;2;2;1;4;2;3;3;3;3;1;1;3;1;0;4;4;4;3;1;1;4;1;4;3;3;4;2;1;3;2;4;4;4;3;2;1;3;2;4;4;3;3;2;1;3;2;0;3;3;3;4;1;1;3;2;0;4;4;3;3;3;2;3;3;0;4;3;3;3;2;1;4;3;0;Москва
1502;4;3;4;3;3;3;2;2;3;2;3;3;4;4;4;3;4;4;4;3;4;3;3;3;4;3;4;4;4;4;3;3;4;3;3;4;4;3;4;4;4;4;4;3;4;4;4;4;3;3;3;2;3;3;Разрушение традиционного уклада жизни коренного населения вследствие пагубного воздействия отрицательных привычек интрудеров - алкоголизм, браконьерство и т.п.;4;4;2;4;3;3;3;4;4;2;4;3;3;3;2;3;1;2;2;2;2;3;3;2;3;3;2;2;4;4;0;4;4;4;4;Не все исторически сформированные поселения подлежат инновациям, целесообразнее создание компактных автономных ресурсо- и коммуникационно обеспеченных поселений в точках экономического роста и баз концентрации кочевого населения;4;4;4;4;3;9;4;4;4;4;4;4;3;9;4;3;Создание в регионах многофункциональных центров предоставления комплексных услуг, концентрирующих данные по их провайдерам -- мультиUber;4;4;4;4;3;9;9;3;9;9;9;9;9;9;9;9;4;4;3;4;9;9;9;9;9;9;9;9;0;9;9;9;0;4;4;4;4;2;1;4;2;Раздельное формирование модульных поселений для трудовых ресурсов освоение Арктики и базовых поселков коренных народов с традиционным укладом, ликвидация смешанных поселений - факторий;9;9;9;9;9;9;9;9;0;4;4;3;4;4;9;9;4;0;Регионы
1503;4;3;4;3;3;2;4;3;3;3;3;2;4;3;3;3;3;3;3;3;3;2;3;2;4;3;4;3;3;3;2;2;4;3;3;3;4;2;4;4;4;3;4;3;4;3;3;3;2;1;4;2;3;3;Сложность объекта управления - разные уровни подчинения территорий.;4;2;1;2;2;3;1;2;2;2;2;2;2;1;3;3;1;2;2;3;2;3;3;2;2;2;3;2;4;4;2;3;2;3;4;0;3;2;3;2;1;1;3;1;2;2;3;3;2;1;2;3;Дороги не влияющие на тундровый покров и долгосрочную мерзлоту.;3;3;3;2;2;2;3;3;3;3;3;2;2;2;3;2;3;3;3;3;2;1;0;2;3;3;2;2;2;1;1;9;Этот вопрос не понятен.;2;2;2;2;2;1;2;1;спасение от обморжения;3;3;3;2;2;1;3;3;Например, криогенные нанотехнолгии.;4;3;3;2;0;1;2;1;Это два вопроса. По качеству планирования и администрирования - нужно внедрять достижения управленческой науки. Из футуризма - создать большие компьютеры для обсчета потребностей в ресурсах. Обеспечение населения к социальным и культурным благам - удаленная медицина и голо-театры.;Москва
1504;4;3;4;4;4;2;4;4;4;4;4;2;4;4;4;4;4;3;3;2;3;3;3;3;4;3;4;4;4;3;4;3;4;3;3;3;4;4;4;4;0;2;4;4;4;4;4;2;3;2;2;2;3;3;Крайне низкая транспортная доступность с одновременно очень высокими тарифами на перелеты/перевозки, вахтовый метод организации труда в крупных добывающих компаниях, что порождает социальные проблемы как для вахтовиков так и для местного населения, колониальное отношение к Арктике-добыча ресурсов ставится во главу угла;4;3;3;2;2;3;3;4;3;3;3;2;3;3;4;2;3;3;3;3;1;3;3;3;3;3;3;2;4;3;3;3;2;4;4;0;3;3;3;3;3;2;3;3;4;3;4;4;4;1;4;2;0;3;3;3;4;3;3;3;3;3;2;3;4;3;2;4;1;3;2;3;3;3;2;3;1;3;2;3;4;3;2;4;1;0;3;2;3;4;2;1;3;1;0;3;3;3;3;3;3;3;3;0;4;4;4;3;3;2;3;3;Образование и просвещение;Регионы
1505;4;3;4;3;3;2;4;4;4;4;3;2;4;4;4;4;4;3;3;2;4;4;3;3;4;2;4;3;3;3;4;2;4;3;3;2;4;2;4;4;3;3;3;2;4;4;3;3;3;2;3;3;3;3;0;4;3;1;2;2;3;1;3;3;1;2;2;3;2;4;3;1;2;2;4;2;4;4;1;2;2;3;2;4;3;2;3;2;3;3;0;2;3;3;3;2;9;9;3;4;3;3;4;1;9;9;2;0;2;3;2;3;3;9;9;3;4;3;4;4;2;9;9;2;4;3;4;4;2;9;9;2;4;3;4;4;2;9;9;2;0;4;3;4;4;2;9;9;9;0;4;4;4;4;2;9;9;9;0;4;4;4;3;9;9;9;4;0;Регионы
1506;4;3;4;4;4;4;4;4;3;4;3;2;4;4;4;4;4;3;2;2;2;2;2;2;4;3;4;4;4;4;3;2;3;3;3;4;3;2;4;3;4;4;4;3;4;4;4;4;3;2;2;2;2;3;Отсутствие комплексной поддержки опорных центров в АЗРФ в сфере науки и образования;3;4;3;3;3;2;3;3;3;1;2;3;3;2;4;3;1;2;3;4;1;4;4;2;3;3;3;4;4;4;3;4;4;4;4;Продвижение Арктических проектов для социально-экономического развития Арктики в сфере производства, транспорта, условий комфортного и безопасного проживания, сохранения культуры КМНС;1;1;1;1;1;1;1;1;3;3;3;3;1;2;3;3;Возрождение малой авиации, строительство аэродромов, развитие морского и речного транспорта, сети грунтовых дорог в труднодоступных регионах;2;2;2;2;2;2;1;2;4;4;4;4;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;3;2;4;Разработка и внедрение новых материалов в строительстве в высоких широтах;3;3;3;3;2;2;2;2;Развитие средств и способов связи;4;4;4;4;4;4;3;4;Разработка новых транспортных средств высокой проходимости для эксплуатации в экстремальных условиях Севера;3;3;3;3;3;4;3;4;Технологии VR и AR, доступные для населения для обучения, культурного развития;Регионы
1507;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;3;4;0;4;4;2;4;4;3;2;4;4;2;4;0;3;2;4;4;1;4;2;4;1;4;4;2;4;2;4;2;4;4;3;4;2;4;3;организация освоения арктического шельфа на новой технологической базе и с новой экономикой;3;4;3;3;2;1;4;4;4;4;4;4;1;1;4;4;космический интернет;4;4;3;3;3;0;0;4;4;4;4;4;1;1;4;4;3;4;2;3;2;1;4;3;0;0;0;0;0;0;0;4;создание сетевой модульной ядерной энергетики;4;4;4;4;2;1;4;3;0;3;4;3;3;2;1;4;3;конструирование и массированное применение новых материалов - от композитов до пластиков;4;4;4;4;2;1;0;4;разработка новой методологии планирования и проектирования;Москва
